AccountID,Territory,Country,CustomerTenure,PhoneModel,RepeatCustomer,Promotion,CurrentPeriodUsage,PriorPeriodUsage,BaseFee,AdditionalFeatureSpend,NumberOfPenalties,CustomerServiceRating,CustomerServiceCalls,DaysSinceCSContact,PlanType,Cancelled
uu10686,AL,USA,107,,no,no,287.6,94.4,26.18,8,1,10.1,7,114,Blue Plan,
uu39610,CT,USA,94,,no,no,227.2,189.3,17.58,16,1,14.4,3,125,Purple Plan,
uu62605,OK,USA,72,iPhone,no,no,243.2,165.7,24.99,14,1,8.4,9,102,Blue Plan,
uu65715,OR,USA,99,,no,yes,242.7,210.4,37.33,18,2,13.8,8,99,Purple Plan,
uu67065,ID,USA,112,,no,no,214.1,207,32.22,18,0,9.2,7,95,Green Plan,
uu83625,MN,USA,82,iPhone,no,no,226.1,231.5,34.31,20,0,16.5,5,95,Green Plan,
uv30327,VA,USA,118,,no,no,188.6,113.3,17.34,10,2,11.4,3,134,Red Plan,
uv75979,NM,USA,80,Galaxy,no,no,240.2,236.2,29.44,20,2,11.8,6,94,Purple Plan,
uv86433,AL,USA,97,,no,yes,190.5,186,39.51,16,3,12.3,3,88,Purple Plan,
uv90025,WI,USA,97,,no,no,113.5,153.8,34.49,13,3,9,3,104,Blue Plan,
uv96209,FL,USA,113,,no,no,114.9,290.3,27.68,25,1,7.2,3,111,Purple Plan,
uw14276,MD,USA,119,,no,no,149.8,335.7,30.87,29,4,8.3,6,118,Green Plan,
uw45886,AR,USA,106,,yes,no,241.1,182.9,22.66,16,3,12.9,2,89,Red Plan,
ux12114,OK,USA,107,,no,no,240,155.4,25.77,13,1,14.7,4,96,Blue Plan,
ux51189,MD,USA,145,,no,no,191.4,154.8,34.88,13,3,14.1,5,95,Purple Plan,
ux73361,NE,USA,92,,no,no,295.6,190.9,30.7,16,1,10.3,4,114,Red Plan,
ux75631,VA,USA,112,,no,no,159.6,195.1,22.8,17,2,10.5,2,104,Purple Plan,
ux83570,ID,USA,140,,yes,no,233.2,240.3,29.43,20,1,9,5,105,Green Plan,
ux97505,NM,USA,83,Galaxy,no,no,172.5,148.9,42.26,13,3,8,4,85,Blue Plan,
uy25050,AZ,USA,84,iPhone,no,no,191.9,165.9,28.85,14,3,12.8,6,86,Purple Plan,
uy34644,NY,USA,134,,no,no,164,240.1,27.78,20,2,11.6,2,87,Red Plan,
uy37004,VA,USA,78,Galaxy,no,no,165.9,170,20.96,14,1,12.7,2,85,Blue Plan,
uy37314,OR,USA,134,,no,no,251.6,246.6,14.67,21,1,11.3,4,92,Purple Plan,
uy43304,MN,USA,109,,no,no,137.9,211.8,29.87,18,5,9.2,3,97,Red Plan,
uy43866,AR,USA,140,,no,yes,162.1,197.4,36.57,17,1,10.6,10,69,Purple Plan,
uy67470,AK,USA,106,,no,yes,259.6,187.8,42.91,16,2,10,3,69,Blue Plan,
uy88939,MD,USA,92,,no,no,283.6,231.8,46.58,20,0,6.2,1,82,Purple Plan,
uz26932,KY,USA,120,,no,no,201.9,98.3,29.82,8,0,10.6,1,71,Purple Plan,
va76654,CT,USA,116,,no,no,238.2,210.6,35.31,18,0,9.6,5,99,Purple Plan,
va80690,IL,USA,121,,yes,no,219,171.7,45.83,15,1,8.2,6,91,Purple Plan,
va96181,CT,USA,97,,no,no,270.2,250.7,41.65,21,1,13.7,8,75,Red Plan,
vb28229,GA,USA,101,,no,yes,222.7,259.7,42.42,22,1,9.8,4,98,Purple Plan,
vb35126,AZ,USA,104,,no,no,248.5,117.9,43.1,10,0,14,2,123,Red Plan,
vb92561,FL,USA,106,,no,no,207.2,264.8,45.32,23,1,5.9,2,168,Red Plan,
vb97486,LA,USA,101,,no,no,142.1,127.6,33.61,11,1,13.5,3,83,Purple Plan,
vc32471,CT,USA,77,Galaxy,no,no,194.7,167.2,13.99,14,1,7.2,4,80,Blue Plan,
vc86312,MN,USA,115,,no,no,275,255.9,31.26,22,1,10.8,11,101,Purple Plan,
vc87835,VT,USA,107,,no,no,207.9,208.2,44.27,18,6,10,2,104,Green Plan,
vd12008,MO,USA,116,,no,yes,241.7,186.4,20.59,16,0,10.1,6,100,Blue Plan,
vd12933,OK,USA,87,iPhone,no,no,152.1,309.2,34.07,26,1,10,2,105,Green Plan,
vd50206,MT,USA,113,,no,no,255.3,268.1,16.58,23,3,13.2,4,69,Blue Plan,
vd72366,MD,USA,68,Galaxy,no,yes,253.8,220.4,34.05,19,0,10.5,4,97,Purple Plan,
vd80441,RI,USA,134,,no,no,184.2,180.5,24.36,15,1,10.1,4,113,Blue Plan,
ve19351,NC,USA,106,,no,yes,189,252,15.88,21,1,10.9,1,92,Purple Plan,
ve19629,WV,USA,94,,no,yes,234.7,225.1,36.72,19,2,10.7,1,123,Green Plan,
ve20438,AL,USA,71,Galaxy,no,no,214.9,214.1,21.96,18,5,10.3,4,68,Green Plan,
ve28795,VT,USA,122,,no,no,219.6,224.9,29.99,19,1,11.5,1,123,Purple Plan,
ve41822,GA,USA,97,,no,no,178.3,186.3,33.07,16,2,12.7,1,131,Purple Plan,
ve56564,SD,USA,125,,no,no,220.6,180.2,35.11,15,3,12.2,4,113,Purple Plan,
ve71990,ME,USA,112,,no,no,190.6,221.6,14.57,19,4,11.6,3,70,Red Plan,
ve78087,AK,USA,114,,no,no,165.9,198.9,44.59,17,3,6.6,5,96,Green Plan,
ve83031,WI,USA,112,,no,no,162.9,165.1,55.47,14,1,7.5,1,110,Blue Plan,
ve97706,MI,USA,82,Galaxy,no,yes,160.1,324.7,27.54,28,0,11.9,5,77,Purple Plan,
vf22876,WI,USA,134,,no,no,91.2,142.3,18.55,12,2,10.9,5,76,Red Plan,
vf32431,UT,USA,93,,no,yes,121,183,28.31,16,0,8.5,3,92,Green Plan,
vf48449,ID,USA,117,,no,yes,164.3,286.7,31.65,24,2,12.9,3,76,Purple Plan,
vf74198,IL,USA,112,,no,no,178.4,173.8,35.19,15,1,12.1,3,96,Green Plan,
vf81098,NM,USA,57,iPhone,no,no,310.1,196.2,24.84,17,0,9.2,3,97,Purple Plan,
vf99448,KY,USA,102,,no,no,253.4,195.7,39.9,17,2,8.4,8,110,Green Plan,
vg42433,TN,USA,123,,no,no,215.8,253.6,24.02,22,1,6.4,2,87,Purple Plan,
vg83525,WV,USA,100,,no,no,301.7,198.7,35.99,17,1,6.5,9,101,Purple Plan,
vg87944,CA,USA,57,Galaxy,yes,no,269.2,114.4,37.06,10,0,12.4,1,88,Red Plan,
vh33249,NC,USA,98,,no,no,159,162.9,22.3,14,2,8.2,6,97,Blue Plan,
vh51806,WI,USA,90,iPhone,no,no,157.9,196.8,36.41,17,0,5.9,8,78,Purple Plan,
vh66842,NY,USA,81,Galaxy,no,no,173.6,256.6,25.99,22,2,5.3,6,82,Blue Plan,
vh71649,WY,USA,148,,no,no,170.6,230.3,44.78,20,1,11.4,5,69,Red Plan,
vi53523,NJ,USA,126,,no,yes,264.2,133.4,6.95,11,0,11.9,7,90,Green Plan,
vi57960,MI,USA,123,,yes,yes,154.5,176.5,21.98,15,1,9.6,7,114,Blue Plan,
vi70947,ME,USA,113,,yes,no,244.2,260.6,22.22,22,2,9.4,2,122,Red Plan,
vi81877,NC,USA,89,Galaxy,no,no,186.8,215.4,36.09,18,2,11.3,2,127,Purple Plan,
vi91180,WY,USA,105,,yes,no,157.8,212.8,42.76,18,0,9.3,4,104,Blue Plan,
vj20600,MS,USA,107,,yes,yes,233.6,153.3,29.8,13,1,11.1,3,116,Blue Plan,
vj22058,TX,USA,109,,no,no,214.2,178.2,48.69,15,1,10.7,14,67,Red Plan,
vj34782,NC,USA,104,,no,yes,192.7,185.4,26.47,16,3,8.2,2,118,Purple Plan,
vj49875,WV,USA,72,iPhone,no,yes,127.9,170,24.38,14,3,9.4,4,92,Green Plan,
vk22496,OR,USA,103,,no,yes,216.5,177,32.78,15,1,16.4,5,83,Purple Plan,
vk25765,NY,USA,105,,no,no,107.5,127.8,19.67,11,1,9.3,6,113,Purple Plan,
vk88783,CO,USA,78,iPhone,no,no,194.4,195.3,36.65,17,1,3.6,5,119,Purple Plan,
vl12542,WV,USA,108,,no,no,130.9,154.5,44.44,13,1,11.6,2,102,Blue Plan,
vl82281,TX,USA,90,iPhone,no,no,175,193.7,15.59,16,2,9.2,4,123,Blue Plan,
vm15416,HI,USA,89,iPhone,no,no,154.3,237.9,43.04,20,4,9.7,7,114,Red Plan,
vm26837,VA,USA,114,,no,no,163.6,206.9,33.58,18,1,11.3,4,119,Blue Plan,
vm50323,MN,USA,120,,no,no,188.1,231.4,23.82,20,2,11.2,5,128,Red Plan,
vm62549,KY,USA,105,,no,no,170.2,143.4,12.55,12,2,10.9,3,114,Green Plan,
vm84147,KS,USA,122,,no,no,201.2,292.3,39.46,25,3,0,0,112,Purple Plan,
vm85383,CO,USA,110,,no,yes,149.5,239.7,48.14,20,5,6.3,1,108,Purple Plan,
vm93162,PA,USA,143,,no,yes,221.8,210.6,37.71,18,1,12.4,9,115,Green Plan,
vn11495,MA,USA,83,iPhone,no,yes,168,268.2,33.22,23,3,8.4,6,93,Purple Plan,
vn13117,NV,USA,89,Galaxy,no,no,212.4,196.8,19.57,17,2,11.4,3,111,Purple Plan,
vn29207,WV,USA,59,iPhone,no,yes,163.3,315.4,16.42,27,4,6.2,4,98,Red Plan,
vn33626,MA,USA,79,Galaxy,no,no,287.4,259.2,29.97,22,0,6.2,3,97,Blue Plan,
vn44600,AK,USA,109,,no,yes,269.1,159.4,29.94,14,0,12.1,9,81,Purple Plan,
vn50774,IA,USA,83,Galaxy,no,yes,146.7,163.4,50.92,14,0,11.6,5,84,Blue Plan,
vn71593,DE,USA,108,,no,no,187.2,196.9,30.86,17,1,10.3,2,87,Purple Plan,
vn72927,IA,USA,127,,no,no,157.7,164.1,26.42,14,0,9,3,45,Purple Plan,
vn87039,VT,USA,126,,no,no,228.4,209.8,41.29,18,1,0,0,65,Green Plan,
vo41258,NM,USA,103,,no,no,185.2,211.3,24.36,18,1,11.5,3,108,Purple Plan,
vo49313,AR,USA,114,,no,no,137.9,165.1,23.15,14,0,9.6,5,118,Purple Plan,
vo61525,NV,USA,100,,no,no,126.3,221.1,19.43,19,0,10.9,9,103,Purple Plan,
vo89762,WI,USA,87,iPhone,no,yes,165.8,138.6,15.25,12,1,10.7,2,73,Green Plan,
vp11231,KY,USA,102,,no,no,226.5,196,31.38,17,1,7.8,1,117,Green Plan,
vp50640,MO,USA,101,,no,no,224.8,152.5,22.98,13,2,8.4,5,79,Purple Plan,
vp84988,DC,USA,102,,no,no,261.3,243.2,34.34,21,1,10.9,3,128,Purple Plan,
vp85490,MI,USA,83,iPhone,no,no,149.8,187.1,25.38,16,7,7.9,4,130,Purple Plan,
vp91931,NC,USA,106,,no,yes,237.4,127.5,30.62,11,0,7.5,3,92,Green Plan,
vp97064,GA,USA,92,,no,no,364.9,198.3,26.79,17,1,9.1,4,87,Purple Plan,
vq26462,NJ,USA,102,,no,no,251.4,223.4,40.68,19,0,10.6,6,127,Purple Plan,
vq90574,AR,USA,82,iPhone,no,no,311.5,282.2,21.22,24,2,10,4,98,Purple Plan,
vr31864,MA,USA,81,Galaxy,no,no,132,167.7,34.58,14,2,9.2,5,110,Green Plan,
vr46938,MN,USA,68,iPhone,no,yes,289.4,247.2,22.12,21,2,13.5,5,77,Purple Plan,
vr68357,CT,USA,77,iPhone,no,no,238.7,220.9,32.18,19,4,9.2,5,105,Purple Plan,
vr73162,AR,USA,117,,no,no,240.4,184.3,26.79,16,0,11.9,1,58,Red Plan,
vr86187,VA,USA,119,,no,no,220.9,231.1,35.9,20,2,6.3,9,120,Purple Plan,
vr89808,AZ,USA,71,iPhone,no,no,77.3,229.4,46.17,20,2,10.9,3,108,Blue Plan,
vs15677,NY,USA,101,,no,yes,104.9,212.2,24.31,18,5,15.3,4,102,Blue Plan,
vs45048,NY,USA,125,,no,no,254.1,226.2,30.16,19,0,10.9,4,104,Purple Plan,
vs53982,MA,USA,89,Galaxy,yes,no,72.4,211.4,33.93,18,3,11,4,96,Blue Plan,
vs67092,IN,USA,124,,no,yes,222.5,270.9,28.61,23,4,6.7,2,103,Red Plan,
vs82683,AL,USA,107,,no,no,202.2,271.2,21.74,23,0,12.5,5,124,Green Plan,
vs83973,NV,USA,119,,no,yes,215.5,258.1,43.57,22,1,11.7,1,91,Green Plan,
vt27969,VT,USA,113,,no,no,266,218.5,37.77,19,1,10.9,5,122,Blue Plan,
vt33122,MD,USA,88,iPhone,no,no,230.9,243.5,40.65,21,3,10.9,3,79,Red Plan,
vt43257,IL,USA,117,,no,no,192.2,200.8,12.67,17,3,9.8,7,98,Red Plan,
vt43892,WI,USA,111,,yes,no,143.2,184.9,38.28,16,0,9.9,1,98,Red Plan,
vt75043,MS,USA,133,,no,no,227.6,170.5,51.54,14,0,11.5,3,86,Red Plan,
vt98208,PA,USA,131,,no,yes,122.4,244.5,26.38,21,1,10.7,3,106,Blue Plan,
vu16739,RI,USA,117,,no,no,162.2,177,16.32,15,3,9.7,4,68,Blue Plan,
vu26562,OR,USA,98,,no,no,182.1,212.5,34.78,18,2,9.8,7,90,Green Plan,
vu28451,MD,USA,120,,no,no,188.3,227,37.91,19,1,8.8,5,98,Purple Plan,
vu32546,TX,USA,113,,no,no,256.2,189.7,20.35,16,2,12.9,7,84,Purple Plan,
vu42116,NM,USA,92,,no,no,169.5,224.7,28.59,19,1,12.9,3,100,Purple Plan,
vu62406,AL,USA,102,,no,no,168.5,256.6,45.9,22,2,12,5,111,Blue Plan,
vu63531,NY,USA,77,Galaxy,no,no,187.4,131.8,28.41,11,6,9.4,1,79,Red Plan,
vu83066,NE,USA,98,,no,no,181,282.6,30.31,24,1,11.4,4,110,Purple Plan,
vu87577,WV,USA,91,iPhone,no,no,110.3,167.7,28.53,14,1,8.4,12,69,Purple Plan,
vv29224,OR,USA,87,Galaxy,no,no,182.3,236.8,33.34,20,0,11.9,1,66,Blue Plan,
vv29995,NM,USA,78,Galaxy,no,no,240.8,251.7,36.48,21,0,13.9,2,98,Purple Plan,
vv35012,MT,USA,133,,no,no,328.5,209.1,24.65,18,1,14.6,2,92,Purple Plan,
vv67948,AK,USA,88,Galaxy,no,no,256.5,194.5,32.35,17,2,11.7,5,89,Purple Plan,
vv71792,ND,USA,117,,yes,no,220,116.5,36.84,10,2,9.8,4,126,Purple Plan,
vv72596,OK,USA,116,,no,no,236.1,196.2,27.91,17,1,8.1,1,153,Purple Plan,
vw15396,VT,USA,86,iPhone,yes,no,249.4,177.5,28.41,15,2,14.1,7,87,Purple Plan,
vw49097,OR,USA,89,Galaxy,no,no,53.3,199.6,20.16,17,1,11.5,5,97,Purple Plan,
vw87338,RI,USA,79,Galaxy,no,yes,173.8,163.4,37.18,14,0,15,1,78,Blue Plan,
vx24273,WV,USA,99,,no,no,275.6,146.2,37.79,12,3,8.9,4,82,Blue Plan,
vx26425,NE,USA,91,,no,yes,88.2,213.9,33.3,18,0,8.6,4,84,Green Plan,
vx63830,IL,USA,129,,no,no,186.5,130.7,30.86,11,1,8.5,4,112,Purple Plan,
vx76425,NM,USA,81,iPhone,no,no,230.1,225.1,24.89,19,1,8.5,2,80,Blue Plan,
vx97096,AK,USA,74,Galaxy,no,no,230.5,151.7,29.78,13,1,5.3,3,79,Purple Plan,
vy21068,AR,USA,105,,no,yes,147.1,197.6,31.52,17,2,14.5,4,126,Green Plan,
vy28470,DE,USA,85,Galaxy,yes,no,120.3,187.9,42.6,16,1,7.8,5,50,Purple Plan,
vy36822,MN,USA,96,,no,yes,179.4,220.9,44.42,19,1,11.3,2,101,Purple Plan,
vy45522,DE,USA,94,,no,yes,203.5,269.1,31.18,23,5,6.7,4,120,Purple Plan,
vy50228,WA,USA,138,,yes,yes,298.9,274.5,21.79,23,2,8.8,7,113,Green Plan,
vy52508,TX,USA,101,,no,no,148.6,169.1,30.41,14,4,13.8,3,110,Red Plan,
vy65562,ID,USA,99,,no,no,254.4,205.4,21.28,17,0,18.9,2,107,Green Plan,
vy80429,GA,USA,132,,no,no,182.4,126.8,43.93,11,4,9.7,8,119,Green Plan,
vz11449,AR,USA,86,iPhone,no,yes,170.8,198.2,36.53,17,0,8.2,5,89,Green Plan,
vz37631,OH,USA,99,,no,no,203,167.1,37.96,14,0,4.5,4,128,Red Plan,
vz38681,NY,USA,130,,no,no,194,289.4,24.38,25,2,9.7,6,50,Blue Plan,
vz43587,OK,USA,117,,no,no,160.4,317,28.29,27,1,10,2,129,Green Plan,
vz44963,CO,USA,61,iPhone,no,yes,165.7,341.3,17.88,29,2,6.3,3,79,Purple Plan,
vz79243,MI,USA,129,,no,yes,191.8,225.9,28.63,19,0,8.5,7,97,Purple Plan,
vz86356,AZ,USA,112,,no,no,181.8,72.9,31.11,6,0,9.5,19,99,Blue Plan,
wa19429,OK,USA,83,Galaxy,no,no,264.2,201.4,31.89,17,1,8.8,1,81,Purple Plan,
wa26753,IL,USA,96,,yes,yes,193.4,272.3,24.28,23,1,8.9,4,100,Green Plan,
wa40112,MT,USA,103,,no,no,206.4,214.8,31.11,18,2,8.7,6,77,Purple Plan,
wa42201,NE,USA,105,,no,no,242,246.1,32.15,21,1,10.4,5,147,Red Plan,
wa70312,MN,USA,137,,no,no,247.8,242.8,27.01,21,0,6.5,4,109,Blue Plan,
wa74616,NY,USA,83,Galaxy,yes,no,147.9,118.8,20.79,10,3,13.7,3,94,Red Plan,
wb45601,TX,USA,119,,yes,no,226.4,183,29.39,16,0,9.8,1,86,Red Plan,
wb58198,MN,USA,112,,no,no,210,221.3,35.68,19,1,8.2,3,82,Purple Plan,
wb58761,UT,USA,98,,no,yes,159.4,136.1,34.97,12,2,8.7,3,107,Blue Plan,
wb93153,OK,USA,118,,no,no,170.1,260.1,15.25,22,5,13.5,11,79,Purple Plan,
wb94870,DC,USA,110,,no,yes,189.1,221.9,40.77,19,2,7.3,1,115,Green Plan,
wb98585,ME,USA,91,iPhone,no,no,155.6,127.6,32.64,11,1,7.5,5,127,Purple Plan,
wb99263,WY,USA,69,iPhone,no,no,228.3,265.8,18.53,23,1,12.6,2,98,Green Plan,
wc26828,MA,USA,86,Galaxy,yes,no,121.6,197.5,27.15,17,0,13.9,6,76,Red Plan,
wc37013,DE,USA,119,,no,no,179.5,214.4,17.19,18,2,10.3,5,67,Purple Plan,
wc73381,KS,USA,82,Galaxy,no,no,211,266.9,39.36,23,1,7.4,10,97,Purple Plan,
wc75369,NE,USA,101,,no,no,218.5,281.1,8.23,24,1,18.2,1,138,Purple Plan,
wc93514,AR,USA,102,,yes,no,163.1,350.9,41.19,30,0,11.3,3,102,Blue Plan,
wd43402,NY,USA,117,,no,no,173,77.1,10.47,7,4,8.2,7,85,Red Plan,
wd55370,MN,USA,106,,no,no,194.7,206,27.9,18,1,11.4,2,56,Blue Plan,
wd59990,MO,USA,72,iPhone,no,no,236,300.9,34.02,26,0,11.9,5,120,Blue Plan,
wd85295,MA,USA,85,iPhone,no,yes,192.7,213.1,40.32,18,1,10.7,4,100,Green Plan,
we17590,DC,USA,86,Galaxy,no,yes,180.3,220.1,32.4,19,3,6,3,122,Green Plan,
we50799,PA,USA,76,iPhone,no,no,186.9,145.4,36.7,12,1,12.1,4,118,Purple Plan,
we60988,KY,USA,92,,no,no,110.1,197,17.68,17,0,14.6,8,125,Purple Plan,
wf14809,AZ,USA,63,Galaxy,no,yes,153,191.6,33.13,16,2,13.2,2,90,Green Plan,
wf30179,ME,USA,92,,no,yes,150.7,238.3,28.29,20,4,10.7,4,74,Purple Plan,
wf50524,AR,USA,134,,yes,no,155.7,167.7,35.17,14,0,10.9,4,105,Green Plan,
wf67263,MA,USA,92,,no,yes,168.2,141.2,21.3,12,3,6.3,2,108,Purple Plan,
wf68450,TX,USA,110,,no,no,167,197,31.94,17,2,4.8,4,117,Purple Plan,
wf74046,TX,USA,106,,no,no,152.3,134.9,30.96,11,5,10,3,106,Red Plan,
wf82636,WV,USA,111,,no,no,197,139.5,28.78,12,0,12,3,69,Purple Plan,
wg16305,VA,USA,107,,no,no,54,183,26.23,16,0,10.9,8,111,Blue Plan,
wg16545,ME,USA,110,,no,no,229.6,234.9,36.31,20,2,8.8,3,121,Purple Plan,
wg21851,NY,USA,55,Galaxy,yes,no,275.4,249.5,58.96,21,1,13.3,9,79,Red Plan,
wg53846,AL,USA,139,,no,no,221.7,239.6,24.33,20,2,7.1,5,88,Blue Plan,
wg54101,VT,USA,113,,no,no,211,256,35.22,22,1,9.9,1,80,Purple Plan,
wg56556,ND,USA,141,,no,no,240.3,267.8,39.3,23,1,8.8,5,136,Red Plan,
wg65285,VA,USA,107,,no,yes,128.7,253.8,40.78,22,5,6.7,3,77,Purple Plan,
wg77000,NY,USA,66,Galaxy,no,no,225.1,179.3,15.22,15,3,12.3,1,104,Blue Plan,
wg77498,IL,USA,110,,no,no,230.4,270.6,27.98,23,0,8,3,103,Green Plan,
wg90919,NY,USA,67,Galaxy,no,no,160.6,317.8,56.59,27,4,5.4,9,97,Red Plan,
wh30584,WY,USA,121,,no,no,137.7,263.2,17.19,22,0,7.3,5,110,Purple Plan,
wh63176,CO,USA,101,,no,no,167.4,285.2,37.67,24,4,12.7,6,50,Green Plan,
wh79295,NH,USA,102,,no,no,127.8,204.5,35.79,17,1,8.5,5,83,Purple Plan,
wh95680,MT,USA,100,,no,yes,199.8,248.7,25.76,21,2,10.7,5,126,Purple Plan,
wh98707,MA,USA,112,,no,no,182.4,265.8,29.65,23,4,0,0,122,Purple Plan,
wi44578,TX,USA,92,,no,no,189.3,211.6,43.84,18,2,9.4,2,71,Blue Plan,
wi49528,CA,USA,92,,no,no,146.8,114,19.02,10,5,14.1,3,143,Purple Plan,
wi89896,MN,USA,59,Galaxy,no,no,181.7,287.9,24.75,24,2,9.2,4,131,Purple Plan,
wi92590,MT,USA,91,,no,no,146.8,220.9,40.22,19,1,8.9,2,146,Green Plan,
wi95609,WY,USA,120,,no,no,198.9,168.6,29.87,14,1,14.6,4,90,Purple Plan,
wj32341,AL,USA,119,,no,no,181.5,157.1,32.33,13,0,14,6,70,Blue Plan,
wj36446,PA,USA,76,Galaxy,no,no,141.1,169.3,37.09,14,1,8,1,60,Purple Plan,
wj68246,MS,USA,110,,no,no,151.5,267.1,25.23,23,0,8.9,4,90,Purple Plan,
wj91804,RI,USA,105,,no,no,145.1,172.4,6.87,15,2,9,2,83,Purple Plan,
wk13218,SC,USA,106,,no,no,155.6,175.3,26.35,15,2,11.8,5,101,Green Plan,
wk13312,SD,USA,73,iPhone,no,yes,211.7,295.7,33.56,25,0,13.2,2,113,Blue Plan,
wk15925,MT,USA,75,Galaxy,no,no,229.5,122.8,24.19,10,2,12.8,9,106,Blue Plan,
wk25174,VA,USA,84,iPhone,no,yes,254.7,263.5,16.98,22,2,9.8,7,125,Purple Plan,
wk28024,KY,USA,79,iPhone,no,no,156.2,204.1,36.18,17,1,10.2,2,91,Green Plan,
wk30303,WI,USA,91,iPhone,yes,no,198.6,160.9,44.93,14,0,9.3,5,115,Purple Plan,
wk40279,OR,USA,92,,no,no,154.2,216.4,34.63,18,2,7.6,5,97,Blue Plan,
wk63009,ME,USA,58,Galaxy,no,yes,155.5,124.7,12.1,11,0,11.7,3,105,Purple Plan,
wk63017,NH,USA,121,,no,no,203.1,161.7,2.99,14,1,10.6,6,125,Purple Plan,
wk76610,AK,USA,115,,no,yes,144.1,159.9,35.99,14,1,12.2,1,84,Purple Plan,
wk90734,SD,USA,88,iPhone,no,no,184.4,175.1,42.77,15,1,5.4,5,103,Blue Plan,
wl19077,NM,USA,89,iPhone,no,no,256.3,137,22.37,12,3,10.2,5,109,Purple Plan,
wl39944,MT,USA,67,iPhone,no,no,249,153,40.83,13,2,10.2,6,98,Green Plan,
wm28016,NJ,USA,102,,no,no,178.9,167.9,30.4,14,3,8.6,4,84,Purple Plan,
wm38412,KS,USA,120,,no,no,165.8,130.1,45.22,11,3,13.1,6,84,Purple Plan,
wm51649,VT,USA,133,,no,no,291.2,211.5,35.6,18,1,7.2,4,121,Purple Plan,
wm86692,NH,USA,85,Galaxy,no,no,179.3,58.9,28.83,5,1,7.4,8,86,Purple Plan,
wm90465,MS,USA,99,,no,no,201.1,163.1,22.39,14,1,10.7,3,109,Purple Plan,
wm98856,SD,USA,110,,no,no,164.7,231.9,40.24,20,1,12.7,6,92,Purple Plan,
wn33306,NH,USA,115,,no,no,215.7,158.2,23.48,13,5,10.3,2,82,Red Plan,
wn53992,MA,USA,77,Galaxy,no,no,183.9,148.5,37.54,13,2,7.6,3,87,Blue Plan,
wn60593,RI,USA,95,,no,no,218.5,205.6,24.09,17,0,8.8,6,101,Purple Plan,
wn62063,AZ,USA,133,,no,no,151.9,198.9,26.18,17,4,9.5,3,121,Red Plan,
wo10082,UT,USA,72,Galaxy,no,no,195.1,225.2,36.16,19,1,7,6,90,Purple Plan,
wo10712,ID,USA,91,,yes,yes,192.7,279.3,27.59,24,3,11.7,2,79,Purple Plan,
wo52807,VT,USA,74,iPhone,no,no,203.1,181.8,39.53,15,4,10.4,6,142,Purple Plan,
wo62725,AR,USA,96,,no,yes,210.5,136,34.78,12,3,6.6,2,93,Green Plan,
wo75577,NY,USA,85,Galaxy,no,no,176.4,254.1,29.63,22,6,5.9,3,95,Purple Plan,
wp14262,CT,USA,58,iPhone,no,no,279.8,242.4,36.6,21,0,12.1,9,91,Purple Plan,
wp50161,CT,USA,107,,yes,no,213.1,66,31.62,6,1,12.9,4,94,Purple Plan,
wp58213,OK,USA,106,,no,no,179.1,236.7,35.41,20,3,11.3,5,123,Blue Plan,
wp69398,VT,USA,91,iPhone,no,yes,238.9,167.3,23.48,14,2,6.8,3,72,Purple Plan,
wp89852,HI,USA,132,,no,no,185.4,115.9,40.05,10,0,16.2,2,129,Purple Plan,
wq29546,MI,USA,104,,no,yes,63.3,150.6,15.59,13,1,7.7,5,119,Purple Plan,
wq51406,OR,USA,70,Galaxy,no,no,223.6,214.8,17.92,18,0,7.8,5,122,Purple Plan,
wq61509,FL,USA,97,,no,no,269.1,289.7,46.55,25,2,5.8,3,106,Red Plan,
wq62631,NJ,USA,109,,yes,yes,205.1,185.3,37.43,16,0,4.1,2,99,Red Plan,
wq83956,LA,USA,121,,no,no,159,262.2,9.93,22,1,11.9,5,64,Red Plan,
wr31511,WY,USA,73,Galaxy,no,yes,129.2,210.3,24.46,18,2,12.5,8,117,Purple Plan,
wr50666,DC,USA,101,,no,no,228.6,255.5,22.66,22,0,11.6,2,127,Purple Plan,
wr59619,MT,USA,61,iPhone,no,yes,181.1,263.4,40.26,22,1,11.2,8,97,Blue Plan,
wr67746,WA,USA,124,,no,no,216.5,173.3,28.76,15,4,12.4,4,108,Blue Plan,
wr83053,DE,USA,94,,no,yes,200.9,240,31.77,20,1,5.8,3,138,Purple Plan,
wr84406,WY,USA,55,iPhone,no,no,163.2,261.5,24.85,22,3,8.7,3,83,Purple Plan,
wr94150,DC,USA,95,,no,no,149.9,230.9,27.97,20,4,9.9,3,87,Green Plan,
ws55274,AK,USA,86,iPhone,no,no,303.5,228.6,33.3,19,3,12.2,4,82,Green Plan,
ws89633,LA,USA,84,Galaxy,no,no,103.7,211.4,23.99,18,3,5.9,6,108,Purple Plan,
ws98205,NV,USA,116,,no,no,176,248.7,12.75,21,3,9.5,6,87,Purple Plan,
wt23428,MO,USA,114,,no,no,210.1,235.9,28.2,20,2,12,5,97,Green Plan,
wt69714,NE,USA,92,,no,no,146.9,217.7,24.74,19,3,10.9,2,114,Blue Plan,
wt83356,CO,USA,78,Galaxy,no,yes,244.7,241.9,26.1,21,1,10.6,3,108,Purple Plan,
wu27846,HI,USA,90,Galaxy,no,no,169.4,146.4,21.18,12,1,10.5,6,70,Blue Plan,
